relative path	file type	size	ownership classification	generated/vendor/cache/source status	responsible subsystem	audit status	action taken	validation status	notes
CREATE_COMPLETE_SAVANT_AUDIT_BUNDLE.sh	text/x-sh	5985	project-owned	source	CREATE_COMPLETE_SAVANT_AUDIT_BUNDLE.sh	pending	none yet	pending	reviewable project file
CREATE_CURRENT_RUNTIME_DUMP_TO_S3.sh	text/x-sh	2361	project-owned	source	CREATE_CURRENT_RUNTIME_DUMP_TO_S3.sh	pending	none yet	pending	reviewable project file
CREATE_GEMINI_MIGRATION_PACKAGE.sh	text/x-sh	11656	project-owned	source	CREATE_GEMINI_MIGRATION_PACKAGE.sh	pending	none yet	pending	reviewable project file
CREATE_PROJECTION_ENGINE.sh	text/x-sh	4377	project-owned	source	CREATE_PROJECTION_ENGINE.sh	pending	none yet	pending	reviewable project file
CREATE_REQUIRED_ONTOLOGY_FOLDERS.sh	text/x-sh	7173	project-owned	source	CREATE_REQUIRED_ONTOLOGY_FOLDERS.sh	pending	none yet	pending	reviewable project file
DIAGNOSE_FS_COMPILER_EMPTY_DB.sh	text/x-sh	1730	project-owned	source	DIAGNOSE_FS_COMPILER_EMPTY_DB.sh	pending	none yet	pending	reviewable project file
DRY_RUN_SCOPE_TREE_AUDIT.sh	text/x-sh	3086	project-owned	source	DRY_RUN_SCOPE_TREE_AUDIT.sh	pending	none yet	pending	reviewable project file
ENABLE_PALAVER_BACKEND_AND_SPELLFIX.sh	text/x-sh	6305	project-owned	source	ENABLE_PALAVER_BACKEND_AND_SPELLFIX.sh	pending	none yet	pending	reviewable project file
ENABLE_PALAVER_VOICE.sh	text/x-sh	12488	project-owned	source	ENABLE_PALAVER_VOICE.sh	pending	none yet	pending	reviewable project file
EXECUTE_FS_COMPILER_PLAN_WITH_WRAPPERS.sh	text/x-sh	1706	project-owned	source	EXECUTE_FS_COMPILER_PLAN_WITH_WRAPPERS.sh	pending	none yet	pending	reviewable project file
EXECUTE_SAFE_SCOPE_MOVES_DRY_RUN.sh	text/x-sh	1099	project-owned	source	EXECUTE_SAFE_SCOPE_MOVES_DRY_RUN.sh	pending	none yet	pending	reviewable project file
EXECUTE_SAFE_SCOPE_MOVES_WITH_MANIFEST.sh	text/x-sh	1954	project-owned	source	EXECUTE_SAFE_SCOPE_MOVES_WITH_MANIFEST.sh	pending	none yet	pending	reviewable project file
FAST_SAVANT_STATUS.sh	text/x-sh	101	project-owned	source	FAST_SAVANT_STATUS.sh	pending	none yet	pending	reviewable project file
FINALIZE_PALAVER_STACK.sh	text/x-sh	1963	project-owned	source	FINALIZE_PALAVER_STACK.sh	pending	none yet	pending	reviewable project file
FIX_AND_RERUN_FS_COMPILER_PY_IMPORTS.sh	text/x-sh	789	project-owned	source	FIX_AND_RERUN_FS_COMPILER_PY_IMPORTS.sh	pending	none yet	pending	reviewable project file
FIX_BACKEND_PORT_8787_CONFLICT.sh	text/x-sh	2126	project-owned	source	FIX_BACKEND_PORT_8787_CONFLICT.sh	pending	none yet	pending	reviewable project file
FIX_BROKEN_PALAVER_SYMLINK_AND_REFRESH.sh	text/x-sh	1323	project-owned	source	FIX_BROKEN_PALAVER_SYMLINK_AND_REFRESH.sh	pending	none yet	pending	reviewable project file
FIX_ENTITY_DEPENDENCIES_FINAL.sh	text/x-sh	1002	project-owned	source	FIX_ENTITY_DEPENDENCIES_FINAL.sh	pending	none yet	pending	reviewable project file
FIX_ENTITY_DEPENDENCIES_SYNTAX.sh	text/x-sh	834	project-owned	source	FIX_ENTITY_DEPENDENCIES_SYNTAX.sh	pending	none yet	pending	reviewable project file
FIX_ENTITY_DEPENDENCIES_SYNTAX_DRY_RUN.sh	text/x-sh	448	project-owned	source	FIX_ENTITY_DEPENDENCIES_SYNTAX_DRY_RUN.sh	pending	none yet	pending	reviewable project file
FIX_EXILES_ROOT_LAYOUT.sh	text/x-sh	1321	project-owned	source	FIX_EXILES_ROOT_LAYOUT.sh	pending	none yet	pending	reviewable project file
FIX_ONTOLOGY_SEGUE_PLACEMENT.sh	text/x-sh	1313	project-owned	source	FIX_ONTOLOGY_SEGUE_PLACEMENT.sh	pending	none yet	pending	reviewable project file
FIX_ONTOLOGY_SEGUE_PLACEMENT.sh.save	file	0	project artifact	backup	FIX_ONTOLOGY_SEGUE_PLACEMENT.sh.save	pending	none yet	pending	historical backup; compare with source of truth
FIX_PALAVER_API_DEBUG.sh	text/x-sh	1240	project-owned	source	FIX_PALAVER_API_DEBUG.sh	pending	none yet	pending	reviewable project file
FIX_PALAVER_SERVICES_AND_TUNNEL.sh	text/x-sh	2355	project-owned	source	FIX_PALAVER_SERVICES_AND_TUNNEL.sh	pending	none yet	pending	reviewable project file
FIX_PALAVER_VOICE_WAKE.sh	text/x-sh	9147	project-owned	source	FIX_PALAVER_VOICE_WAKE.sh	pending	none yet	pending	reviewable project file
FIX_REMAINING_ACTIONABLE_BLOCKERS.sh	text/x-sh	6128	project-owned	source	FIX_REMAINING_ACTIONABLE_BLOCKERS.sh	pending	none yet	pending	reviewable project file
FIX_TEMPLATE_OVERWRITE_STRUCTURE.sh	text/x-sh	4138	project-owned	source	FIX_TEMPLATE_OVERWRITE_STRUCTURE.sh	pending	none yet	pending	reviewable project file
FORCE_REBUILD_FS_COMPILER_DB_FULL.sh	text/x-sh	872	project-owned	source	FORCE_REBUILD_FS_COMPILER_DB_FULL.sh	pending	none yet	pending	reviewable project file
HARDEN_SAVANT_REPAIR_AND_FOUNDATION.sh	text/x-sh	3270	project-owned	source	HARDEN_SAVANT_REPAIR_AND_FOUNDATION.sh	pending	none yet	pending	reviewable project file
INGEST_FS_COMPILER_PASSES_TO_DB.sh	text/x-sh	4056	project-owned	source	INGEST_FS_COMPILER_PASSES_TO_DB.sh	pending	none yet	pending	reviewable project file
INSPECT_ENTITY_DEPENDENCIES_DAMAGE.sh	text/x-sh	704	project-owned	source	INSPECT_ENTITY_DEPENDENCIES_DAMAGE.sh	pending	none yet	pending	reviewable project file
INSTALL_PALAVER_DOCTOR_TIMER.sh	text/x-sh	961	project-owned	source	INSTALL_PALAVER_DOCTOR_TIMER.sh	pending	none yet	pending	reviewable project file
INSTALL_PALAVER_RUNTIME_SERVICES.sh	text/x-sh	2678	project-owned	source	INSTALL_PALAVER_RUNTIME_SERVICES.sh	pending	none yet	pending	reviewable project file
INSTALL_PALAVER_TUNNEL_SERVICE.sh	text/x-sh	1053	project-owned	source	INSTALL_PALAVER_TUNNEL_SERVICE.sh	pending	none yet	pending	reviewable project file
LIST_MOVEABLE_SCOPE_FILES.sh	text/x-sh	1478	project-owned	source	LIST_MOVEABLE_SCOPE_FILES.sh	pending	none yet	pending	reviewable project file
MOVE_PROJECTION_ENGINE_TO_FILAMENT.sh	text/x-sh	2694	project-owned	source	MOVE_PROJECTION_ENGINE_TO_FILAMENT.sh	pending	none yet	pending	reviewable project file
MULTIPASS_SCOPE_AUDIT_DRY_RUN.sh	text/x-sh	11096	project-owned	source	MULTIPASS_SCOPE_AUDIT_DRY_RUN.sh	pending	none yet	pending	reviewable project file
PALAVER_DOCTOR.sh	text/x-sh	2322	project-owned	source	PALAVER_DOCTOR.sh	pending	none yet	pending	reviewable project file
PARSE_ANY_SOURCE_DUMP.sh	text/x-sh	4681	project-owned	source	PARSE_ANY_SOURCE_DUMP.sh	pending	none yet	pending	reviewable project file
PARSE_LATEST_SOURCE_DUMP.sh	text/x-sh	5491	project-owned	source	PARSE_LATEST_SOURCE_DUMP.sh	pending	none yet	pending	reviewable project file
PARSE_LATEST_SOURCE_DUMP_CLEAN.sh	text/x-sh	6546	project-owned	source	PARSE_LATEST_SOURCE_DUMP_CLEAN.sh	pending	none yet	pending	reviewable project file
PATCH_FAST_BLOCKER_CLASSIFIER.sh	text/x-sh	3863	project-owned	source	PATCH_FAST_BLOCKER_CLASSIFIER.sh	pending	none yet	pending	reviewable project file
PATCH_FILAMENT_PROJECTION_ENGINE_PATHS.sh	text/x-sh	6160	project-owned	source	PATCH_FILAMENT_PROJECTION_ENGINE_PATHS.sh	pending	none yet	pending	reviewable project file
PATCH_FS_COMPILER_DB_VALIDATION_TABLE.sh	text/x-sh	1084	project-owned	source	PATCH_FS_COMPILER_DB_VALIDATION_TABLE.sh	pending	none yet	pending	reviewable project file
PATCH_FS_COMPILER_RUNTIME_OPS_CLASSIFICATION.sh	text/x-sh	1385	project-owned	source	PATCH_FS_COMPILER_RUNTIME_OPS_CLASSIFICATION.sh	pending	none yet	pending	reviewable project file
REALIGN_AUTHORITY_GRAPH_UNDER_OBELISKS_SEGUE.sh	text/x-sh	1769	project-owned	source	REALIGN_AUTHORITY_GRAPH_UNDER_OBELISKS_SEGUE.sh	pending	none yet	pending	reviewable project file
REBUILD_FS_COMPILER_DB_DIRECT.sh	text/x-sh	9912	project-owned	source	REBUILD_FS_COMPILER_DB_DIRECT.sh	pending	none yet	pending	reviewable project file
REBUILD_FS_COMPILER_DB_FULL.sh	text/x-sh	379	project-owned	source	REBUILD_FS_COMPILER_DB_FULL.sh	pending	none yet	pending	reviewable project file
REFRESH_FAST_AUDIT_AND_BLOCKERS.sh	text/x-sh	361	project-owned	source	REFRESH_FAST_AUDIT_AND_BLOCKERS.sh	pending	none yet	pending	reviewable project file
REPAIR_SAVANT_ALL_CONFIRMED.sh	text/x-sh	10916	project-owned	source	REPAIR_SAVANT_ALL_CONFIRMED.sh	pending	none yet	pending	reviewable project file
REPORT_ACTIONABLE_BLOCKERS.sh	text/x-sh	1515	project-owned	source	REPORT_ACTIONABLE_BLOCKERS.sh	pending	none yet	pending	reviewable project file
REPORT_FAST_BLOCKERS.sh	text/x-sh	1312	project-owned	source	REPORT_FAST_BLOCKERS.sh	pending	none yet	pending	reviewable project file
REPORT_FS_COMPILER_BLOCKERS_FULL.sh	text/x-sh	2050	project-owned	source	REPORT_FS_COMPILER_BLOCKERS_FULL.sh	pending	none yet	pending	reviewable project file
REPORT_FS_COMPILER_DEEP_GRAPH.sh	text/x-sh	2802	project-owned	source	REPORT_FS_COMPILER_DEEP_GRAPH.sh	pending	none yet	pending	reviewable project file
REPORT_FS_COMPILER_GRAPH_DB.sh	text/x-sh	1291	project-owned	source	REPORT_FS_COMPILER_GRAPH_DB.sh	pending	none yet	pending	reviewable project file
REPORT_FS_COMPILER_HARD_BLOCKERS.sh	text/x-sh	1362	project-owned	source	REPORT_FS_COMPILER_HARD_BLOCKERS.sh	pending	none yet	pending	reviewable project file
REPORT_FS_COMPILER_MOVE_READINESS.sh	text/x-sh	2948	project-owned	source	REPORT_FS_COMPILER_MOVE_READINESS.sh	pending	none yet	pending	reviewable project file
RERUN_FS_COMPILER_ALL_NONMOVE_PASSES.sh	text/x-sh	924	project-owned	source	RERUN_FS_COMPILER_ALL_NONMOVE_PASSES.sh	pending	none yet	pending	reviewable project file
RERUN_FS_COMPILER_FAST_NONMOVE_PASSES.sh	text/x-sh	418	project-owned	source	RERUN_FS_COMPILER_FAST_NONMOVE_PASSES.sh	pending	none yet	pending	reviewable project file
RUN_PALAVER_PUBLIC.sh	text/x-sh	804	project-owned	source	RUN_PALAVER_PUBLIC.sh	pending	none yet	pending	reviewable project file
RUN_PALAVER_TUNNEL.sh	text/x-sh	943	project-owned	source	RUN_PALAVER_TUNNEL.sh	pending	none yet	pending	reviewable project file
RUN_REFACTOR_ENGINE_DRY_RUN.sh	text/x-sh	277	project-owned	source	RUN_REFACTOR_ENGINE_DRY_RUN.sh	pending	none yet	pending	reviewable project file
RUN_REFACTOR_FULL_SAFETY_SIMULATION.sh	text/x-sh	339	project-owned	source	RUN_REFACTOR_FULL_SAFETY_SIMULATION.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_BLOCKER_REDUCTION_AND_RECURSIVE_FOUNDATION_PHASE_02.sh	text/x-sh	11989	project-owned	source	RUN_SAVANT_BLOCKER_REDUCTION_AND_RECURSIVE_FOUNDATION_PHASE_02.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_PHASE_03_STRICT_REPAIR_GATE.sh	text/x-sh	6631	project-owned	source	RUN_SAVANT_PHASE_03_STRICT_REPAIR_GATE.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_PHASE_04_REFERENCE_REWRITE_SIMULATOR.sh	text/x-sh	8059	project-owned	source	RUN_SAVANT_PHASE_04_REFERENCE_REWRITE_SIMULATOR.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_PHASE_05_MOVE_POLICY_AND_ZERO_CANDIDATE_FIX.sh	text/x-sh	9593	project-owned	source	RUN_SAVANT_PHASE_05_MOVE_POLICY_AND_ZERO_CANDIDATE_FIX.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_PHASE_06_SEMANTIC_REFERENCE_GRAPH.sh	text/x-sh	7732	project-owned	source	RUN_SAVANT_PHASE_06_SEMANTIC_REFERENCE_GRAPH.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_PHASE_07_AUTHORITY_GRAPH_COMPILER.sh	text/x-sh	8966	project-owned	source	RUN_SAVANT_PHASE_07_AUTHORITY_GRAPH_COMPILER.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_PHASE_08C_CLASSIFY_UNKNOWNS.sh	text/x-sh	1799	project-owned	source	RUN_SAVANT_PHASE_08C_CLASSIFY_UNKNOWNS.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_PHASE_08_CANONICAL_OWNERSHIP_GRAPH.sh	text/x-sh	7753	project-owned	source	RUN_SAVANT_PHASE_08_CANONICAL_OWNERSHIP_GRAPH.sh	pending	none yet	pending	reviewable project file
RUN_SAVANT_PHASE_09_RULE_BASED_OWNERSHIP.sh	text/x-sh	9359	project-owned	source	RUN_SAVANT_PHASE_09_RULE_BASED_OWNERSHIP.sh	pending	none yet	pending	reviewable project file
SEED_FILAMENT_PROJECTION_AUTHORITY.sh	text/x-sh	2993	project-owned	source	SEED_FILAMENT_PROJECTION_AUTHORITY.sh	pending	none yet	pending	reviewable project file
STABILIZE_PALAVER_SYSTEMD.sh	text/x-sh	3613	project-owned	source	STABILIZE_PALAVER_SYSTEMD.sh	pending	none yet	pending	reviewable project file
VALIDATE_SCOPE_MOVE_SAFETY.sh	text/x-sh	2254	project-owned	source	VALIDATE_SCOPE_MOVE_SAFETY.sh	pending	none yet	pending	reviewable project file
_reports	directory	4096	project artifact	generated/archive	_reports	pending	none yet	pending	retained evidence; metadata/content role reviewed separately
_reports/palaver_runtime_source_audit_20260615T181325Z	directory	4096	project artifact	generated/archive	_reports	pending	none yet	pending	retained evidence; metadata/content role reviewed separately
audit	symlink	26	project-owned	integration link	audit	pending	none yet	pending	symlink target is external; target not traversed
authority_graph	directory	4096	project-owned	generated projection	authority_graph	pending	none yet	pending	generator/source-of-truth relationship requires validation
authority_graph/archetypes	directory	4096	project-owned	generated projection	authority_graph	pending	none yet	pending	generator/source-of-truth relationship requires validation
authority_graph/instances	directory	4096	project-owned	generated projection	authority_graph	pending	none yet	pending	generator/source-of-truth relationship requires validation
authority_graph/meta_archetypes	directory	4096	project-owned	generated projection	authority_graph	pending	none yet	pending	generator/source-of-truth relationship requires validation
authority_graph/policies	directory	4096	project-owned	generated projection	authority_graph	pending	none yet	pending	generator/source-of-truth relationship requires validation
authority_graph/projections	directory	4096	project-owned	generated projection	authority_graph	pending	none yet	pending	generator/source-of-truth relationship requires validation
authority_graph/segues	directory	4096	project-owned	generated projection	authority_graph	pending	none yet	pending	generator/source-of-truth relationship requires validation
authority_graph/templates	directory	4096	project-owned	generated projection	authority_graph	pending	none yet	pending	generator/source-of-truth relationship requires validation
bin	directory	4096	project-owned	source container	bin	pending	none yet	pending	directory inventory entry
canon	directory	4096	project-owned	source container	canon	pending	none yet	pending	directory inventory entry
canon-system	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/authority	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/authority/exiles	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/authority/foundation	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/authority/hierarchies	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/authority/policies	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/history	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/history/events	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/history/proposals	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/history/supersessions	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/projections	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/projections/index	directory	4096	project-owned	generated projection	canon-system	pending	none yet	pending	generator/source-of-truth relationship requires validation
canon-system/projections/md	directory	4096	project-owned	generated projection	canon-system	pending	none yet	pending	generator/source-of-truth relationship requires validation
canon-system/projections/md/exile	directory	4096	project-owned	generated projection	canon-system	pending	none yet	pending	generator/source-of-truth relationship requires validation
canon-system/projections/md/foundation	directory	4096	project-owned	generated projection	canon-system	pending	none yet	pending	generator/source-of-truth relationship requires validation
canon-system/projections/md/hierarchy	directory	4096	project-owned	generated projection	canon-system	pending	none yet	pending	generator/source-of-truth relationship requires validation
canon-system/projections/md/policy	directory	4096	project-owned	generated projection	canon-system	pending	none yet	pending	generator/source-of-truth relationship requires validation
canon-system/proposals	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/proposals/approved	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/proposals/pending	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/proposals/rejected	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/runtime	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/schemas	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon-system/scripts	directory	4096	project-owned	source container	canon-system	pending	none yet	pending	directory inventory entry
canon/foundation	directory	4096	project-owned	source container	canon	pending	none yet	pending	directory inventory entry
canon/hierarchies	directory	4096	project-owned	source container	canon	pending	none yet	pending	directory inventory entry
canon/palaver	directory	4096	project-owned	source container	canon	pending	none yet	pending	directory inventory entry
context	symlink	28	project-owned	integration link	context	pending	none yet	pending	symlink target is external; target not traversed
current_runtime_source_dump_	directory	4096	project artifact	generated/archive	current_runtime_source_dump_	pending	none yet	pending	retained evidence; metadata/content role reviewed separately
current_runtime_source_dump_20260625T214726Z.txt	text/plain	8290920	project artifact	generated/archive	current_runtime_source_dump_20260625T214726Z.txt	pending	none yet	pending	retained evidence; metadata/content role reviewed separately
current_runtime_source_dump_20260625T232830Z.txt	text/plain	8456115	project artifact	generated/archive	current_runtime_source_dump_20260625T232830Z.txt	pending	none yet	pending	retained evidence; metadata/content role reviewed separately
docs	directory	4096	project-owned	source container	docs	pending	none yet	pending	directory inventory entry
docs/codex-audit	directory	4096	project-owned	source container	docs	pending	none yet	pending	directory inventory entry
export_070926_092600	directory	4096	project-owned	source container	export_070926_092600	pending	none yet	pending	directory inventory entry
export_070926_092600/ai	directory	4096	project-owned	source container	export_070926_092600	pending	none yet	pending	directory inventory entry
export_070926_092600/human	directory	4096	project-owned	source container	export_070926_092600	pending	none yet	pending	directory inventory entry
exports	symlink	28	project-owned	integration link	exports	pending	none yet	pending	symlink target is external; target not traversed
imports	symlink	28	project-owned	integration link	imports	pending	none yet	pending	symlink target is external; target not traversed
ontology	symlink	29	project-owned	integration link	ontology	pending	none yet	pending	symlink target is external; target not traversed
palaver_ultra	symlink	117	project-owned	integration link	palaver_ultra	pending	none yet	pending	symlink target is repository-relative; target not traversed
palaver_voice_backend.py	text/x-python	7081	project-owned	source	palaver_voice_backend.py	pending	none yet	pending	reviewable project file
palaver_voice_backend.py.before_api_debug_20260624T223930Z	file	5300	project artifact	backup	palaver_voice_backend.py.before_api_debug_20260624T223930Z	pending	none yet	pending	historical backup; compare with source of truth
palaver_voice_backend.py.before_envoy_connection_20260626T074531Z	file	5299	project artifact	backup	palaver_voice_backend.py.before_envoy_connection_20260626T074531Z	pending	none yet	pending	historical backup; compare with source of truth
port	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric/anomaly	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric/anomaly/mortar	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric/anomaly/mortar/gate_vi	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric/anomaly/mortar/gate_vi/exile	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric/anomaly/mortar/gate_vi/exile/carbon	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric/anomaly/mortar/gate_vi/exile/carbon/prodigal	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric/anomaly/mortar/gate_vi/exile/carbon/prodigal/avatar_forge	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
port/fabric/anomaly/mortar/gate_vi/exile/carbon/prodigal/avatar_forge/core	directory	4096	project-owned	source container	port	pending	none yet	pending	directory inventory entry
relics	directory	4096	project artifact	generated/archive	relics	pending	none yet	pending	retained evidence; metadata/content role reviewed separately
relics/bootstrap-canon-md-20260709T005935Z	directory	4096	project artifact	generated/archive	relics	pending	none yet	pending	retained evidence; metadata/content role reviewed separately
repair_backups	symlink	35	project-owned	integration link	repair_backups	pending	none yet	pending	symlink target is external; target not traversed
runtime	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/envoy	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/maps	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/authority	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/contracts	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/fields	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/graph	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/health	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/investigation	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/lineage	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/observatories	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/registry	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/schema	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/search	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/palaver/topology	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
runtime/services	directory	4096	project-owned	source container	runtime	pending	none yet	pending	directory inventory entry
s3_downloads	symlink	33	project-owned	integration link	s3_downloads	pending	none yet	pending	symlink target is external; target not traversed
scripts	directory	4096	project-owned	source container	scripts	pending	none yet	pending	directory inventory entry
source	symlink	27	project-owned	integration link	source	pending	none yet	pending	symlink target is external; target not traversed
tools	directory	4096	project-owned	source container	tools	pending	none yet	pending	directory inventory entry
tools/authority_graph	directory	4096	project-owned	source container	tools	pending	none yet	pending	directory inventory entry
tools/foundation	directory	4096	project-owned	source container	tools	pending	none yet	pending	directory inventory entry
tools/ownership_graph	directory	4096	project-owned	source container	tools	pending	none yet	pending	directory inventory entry
tools/refactor_engine	directory	4096	project-owned	source container	tools	pending	none yet	pending	directory inventory entry
tools/savant_accelerator	directory	4096	project-owned	source container	tools	pending	none yet	pending	directory inventory entry
tools/semantic_graph	directory	4096	project-owned	source container	tools	pending	none yet	pending	directory inventory entry
vault	directory	4096	project-owned	generated projection	vault	pending	none yet	pending	generator/source-of-truth relationship requires validation
vault/authority	directory	4096	project-owned	generated projection	vault	pending	none yet	pending	generator/source-of-truth relationship requires validation
vault/fields	directory	4096	project-owned	generated projection	vault	pending	none yet	pending	generator/source-of-truth relationship requires validation
vault/graphs	directory	4096	project-owned	generated projection	vault	pending	none yet	pending	generator/source-of-truth relationship requires validation
vault/lineage	directory	4096	project-owned	generated projection	vault	pending	none yet	pending	generator/source-of-truth relationship requires validation
webui_ultra	symlink	111	project-owned	integration link	webui_ultra	pending	none yet	pending	symlink target is repository-relative; target not traversed
